case,eps_mean,eps_shape_rms,no2_rel,chocho_rel,h2o_rel,dshift,reported
etalon_f_hot_PNs_n_s0310,0.0168389,0,0.000172352,-0.116623,0.0344502,-0.0662229,0.0055
etalon_f_hot_PNs_n_s0312,0.0168389,0,-0.0149596,-0.189178,0.0392415,-5.11335e-12,0.0055
etalon_f_hot_PNs_n_s0314,0.0168389,0,0.00662867,-0.137026,0.0854509,0.0365324,0.0055
etalon_f_hot_PNs_n_s0316,0.0168389,0,0.00326387,0.0886947,-0.0077872,0.219331,0.0055
etalon_f_hot_PNs_n_s0318,0.0168389,0,-0.000278912,-0.152726,0.0116471,-0.201073,0.0055
etalon_f_hot_PNs_n_s0320,0.0168389,0,0.00581248,0.11509,-0.0147882,0.032862,0.0055
etalon_f_hot_PNs_n_s0322,0.0168389,0,0.00310064,0.258611,-0.0375214,-0.179521,0.0055
etalon_f_hot_PNs_n_s0324,0.0168389,0,0.00446559,-0.862719,0.029172,-0.291599,0.0055
etalon_f_hot_PNs_n_s0326,0.0168389,0,-0.0377234,-0.166743,-0.0086552,-0.106392,0.0055
etalon_f_hot_PNs_n_s0328,0.0168389,0,-0.021461,-0.268315,-0.0146428,0.117741,0.0055
etalon_f_hot_PNs_n_s0330,0.0168389,0,0.0113723,-0.0158216,-0.0115661,-0.322615,0.0055
etalon_f_hot_PNs_n_s0332,0.0168389,0,0.000687344,0.667719,-0.0542468,-0.229986,0.0055
etalon_f_hot_PNs_n_s0334,0.0168389,0,-0.00227496,-0.429615,-0.0446172,0.0188507,0.0055
etalon_f_hot_PNs_n_s0336,0.0168389,0,-0.00922205,-0.12055,-0.00159997,0.0617339,0.0055
etalon_f_hot_PNs_n_s0338,0.0168389,0,-0.0140583,-0.0531831,-0.0515688,0.0192542,0.0055
etalon_f_hot_PNs_n_s0340,0.0168389,0,-0.0121095,0.0110949,-0.0279881,0.0570623,0.0055
etalon_f_hot_PNs_n_s0342,0.0168389,0,-0.0200483,-0.332155,-0.078247,0.152069,0.0055
etalon_f_hot_PNs_n_s0344,0.0168389,0,-0.0168345,0.781359,-0.0474661,-0.0794026,0.0055
etalon_f_hot_PNs_n_s0346,0.0168389,0,-0.0200368,2.00962,-0.123914,0.0546902,0.0055
etalon_f_hot_PNs_n_s0348,0.0168389,0,-0.0216798,-0.152827,-0.044412,-0.0244214,0.0055
etalon_f_hot_PNs_n_s0350,0.0168389,0,-0.0155591,-0.027759,-0.0526892,0.0579867,0.0055
etalon_f_hot_PNs_n_s0352,0.0168389,0,-0.00753174,0.13309,-0.150955,-0.353277,0.0055
etalon_f_hot_PNs_n_s0354,0.0168389,0,-0.00848682,0.205625,-0.105978,0.055551,0.0055
etalon_f_hot_PNs_n_s0356,0.0168389,0,-0.0126255,0.154008,-0.0692953,0.0818515,0.0055
etalon_f_hot_PNs_n_s0358,0.0168389,0,-0.0377198,0.0851652,-0.0968781,0.0907768,0.0055
etalon_f_hot_PNs_n_s0360,0.0168389,0,-0.013405,0.652565,-0.102939,-0.114034,0.0055
etalon_f_hot_PNs_n_s0362,0.0168389,0,-0.0105127,-0.700144,-0.0734363,-0.036413,0.0055
etalon_f_hot_PNs_n_s0364,0.0168389,0,-0.00888815,0.739353,-0.0524538,0.0640721,0.0055
etalon_f_hot_PNs_n_s0366,0.0168389,0,-0.0225959,-0.0566271,-0.0360143,0.0613297,0.0055
etalon_f_hot_PNs_n_s0368,0.0168389,0,-0.0168945,-8.21399,-0.0963093,-0.0939394,0.0055
etalon_f_hot_PNs_n_s0370,0.0168389,0,-0.0239281,-0.602006,-0.10774,-0.00160207,0.0055
etalon_f_hot_PNs_n_s0372,0.0168389,0,-0.0195597,0.213135,-0.137577,0.0146432,0.0055
etalon_f_hot_PNs_n_s0374,0.0168389,0,-0.00704702,0.974148,-0.0845301,-0.0862022,0.0055
etalon_f_hot_PNs_n_s0376,0.0168389,0,-0.0214606,-0.144818,-0.056931,-0.0790305,0.0055
etalon_f_hot_PNs_n_s0378,0.0168389,0,-0.00941692,0.188402,-0.195786,0.0633312,0.0055
etalon_f_hot_PNs_n_s0380,0.0168389,0,-0.00853628,-0.751263,-0.105,-0.00325218,0.0055
etalon_f_hot_PNs_n_s0382,0.0168389,0,-0.0104434,-0.220105,-0.0810879,-0.0360398,0.0055
etalon_f_hot_PNs_n_s0384,0.0168389,0,-0.00846288,0.0311094,-0.0899532,-0.290627,0.0055
etalon_f_hot_PNs_n_s0386,0.0168389,0,-0.00599125,0.0602026,-0.0794824,-0.0567424,0.0055
etalon_f_hot_PNs_n_s0388,0.0168389,0,-0.0138018,0.344409,-0.108058,-0.0416869,0.0055
etalon_f_hot_PNs_n_s0390,0.0168389,0,-0.000927991,-1.05598,-0.00969538,-0.115133,0.0055
etalon_f_hot_PNs_n_s0392,0.0168389,0,-0.00910406,-1.0136,0.0100775,-0.114868,0.0055
etalon_f_hot_PNs_n_s0394,0.0168389,0,0.000949687,-0.739109,-0.0322013,-0.0727157,0.0055
etalon_f_hot_PNs_n_s0396,0.0168389,0,-0.00505549,-0.145335,-0.00606466,-0.0781942,0.0055
etalon_f_hot_PNs_n_s0398,0.0168389,0,-0.00672435,0.0272211,-0.0365319,-0.0684245,0.0055
etalon_f_hot_PNs_n_median|abs|,0.0168389,0,0.0164994,0.08693,0.0372307,0.118097,0.0055
etalon_f_hot_PNs_n_p95|abs|,0.0168389,0,0.0751417,0.752963,0.117449,0.427478,0.0055
